,Species,Color,Processing Method,Country of Origin,Region,Producer,Harvest Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Category Two Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
341,Arabica,Green,Washed / Wet,Mexico,"chiapas, jaltenango",Exportadora Café California,2014,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,83.58,0.12,1,0,13,m,1200,1200,1200
342,Arabica,,Washed / Wet,Ethiopia,yirgacheffe,LevelUp,2014,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,0,0,7,m,1700,2000,1850
343,Arabica,Green,Washed / Wet,Uganda,eastern,Bulamburi coffee farmers association,2013,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,0,0,5,m,1800,1800,1800
344,Arabica,Green,Natural / Dry,Colombia,cundinamarca,,2014,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,0,0,0,m,1600,1600,1600
345,Arabica,Green,Washed / Wet,Colombia,santander,,2014,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,0,1,m,1550,1550,1550
346,Arabica,,Washed / Wet,Colombia,santander,,2014,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0,0,m,1550,1550,1550
347,Arabica,Green,Other,Taiwan,taichung xinshe 台中市新社區,Gu zhi min 古智閔,2013,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,0,0,0,m,1000,1000,1000
348,Arabica,Green,Washed / Wet,Colombia,huila,LA PLATA,2012,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,0,3,m,1600,1950,1775
349,Arabica,,Washed / Wet,Mexico,xalapa,JULIAN ALBERTO URRUTIA MOYA,2012,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,0,0,2,m,1000,1000,1000
350,Arabica,Green,Natural / Dry,Colombia,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,2012,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,0,0,4,m,2136,2136,2136
351,Arabica,Blue-Green,Semi-washed / Semi-pulped,Brazil,south of minas,Alvaro Resende Aguiar,2012,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,0,0,2,m,1100,1100,1100
352,Arabica,Bluish-Green,Washed / Wet,Colombia,cundinamarca,Orlando Moreno / Willson Sanchez,2016,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,5,m,1799,1799,1799
353,Arabica,Blue-Green,,Taiwan,,黑咖啡道王憲備0912326001        ,2016,7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,0,m,NA,NA,NA
354,Arabica,Blue-Green,Washed / Wet,Costa Rica,tarrazu,Martin Gutierrez,2015,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,0,0,0,m,1850,1850,1850
355,Arabica,Green,Natural / Dry,Colombia,pitalito,Mecias Urbano / Yaniver Alvarez,2016,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,0,m,1000,1000,1000
356,Arabica,Bluish-Green,Washed / Wet,Guatemala,oriente,MARGARITA AVILA DE NUYENS,2016,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,5,ft,1219.2,1219.2,1219.2
357,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2015,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,4,m,1600,1950,1775
358,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",nkure- meru,Mr & Mrs Damari Absalome,2015,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0,21,m,1400,1400,1400
359,Arabica,Bluish-Green,Semi-washed / Semi-pulped,Indonesia,bener meriah,Yusrin,2015,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0,8,m,1500,1500,1500
360,Arabica,,Natural / Dry,Ethiopia,oromia,Debesa,2014,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,1,0,18,m,1600,1600,1600
361,Arabica,,Washed / Wet,Colombia,huila,,2014,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,1,0,0,m,NA,NA,NA
362,Arabica,Green,Washed / Wet,Colombia,huila,,2014,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,0,0,0,m,1850,1850,1850
363,Arabica,Green,Washed / Wet,Guatemala,atitlan,UNEX,2013,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,0,0,0,m,1400,1400,1400
364,Arabica,,Washed / Wet,Colombia,cundinamarca,,2014,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,2,0,0,m,1650,1650,1650
365,Arabica,Green,Natural / Dry,Honduras,comayagua,Reynerio Zepeda,2014,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,0,0,3,m,1350,1350,1350
366,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,1,0,1,m,1750,1750,1750
367,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,NA,2,m,1750,1750,1750
368,Arabica,Green,Natural / Dry,Mexico,xalapa,MANUEL HERRERA JUAREZ,2012,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,0,0,14,m,1170,1170,1170
369,Arabica,Green,Semi-washed / Semi-pulped,Mexico,chilón,ARMANDO GUTIERREZ GUZMAN,2012,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,0,0,12,m,940,940,940
370,Arabica,Green,Washed / Wet,Mexico,totutla,GABRIEL BERNARD RIVAS ROSS,2012,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,0,0,0,m,1400,1400,1400
371,Arabica,Green,Washed / Wet,Guatemala,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,2012,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0,5,ft,1524,1524,1524
372,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2012,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0,0,m,1600,1950,1775
373,Arabica,Green,Washed / Wet,Guatemala,oriente,ConquistaMorito,2012,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,3,0,12,ft,1402.08,1402.08,1402.08
374,Arabica,,,United States (Hawaii),,,,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,0,0,0,ft,NA,NA,NA
375,Arabica,,,Indonesia,bondowoso,PT. PERKEBUNAN NUSANTARA XII,,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,0,0,0,m,1600,1600,1600
376,Arabica,Green,Washed / Wet,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,2018,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2,1,m,439,439,439
377,Arabica,Green,Washed / Wet,Guatemala,san marcos,JORGE LEAL,2017,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,3,m,1700,1700,1700
378,Arabica,Green,Washed / Wet,Colombia,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,2016,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,2,m,442,442,442
379,Arabica,Blue-Green,Washed / Wet,Costa Rica,tarrazu,Martin Gutierrez,2016,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,4,m,1850,1850,1850
380,Arabica,Blue-Green,,Taiwan,,黃素貞0939227229,2015,7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,0,m,NA,NA,NA
381,Arabica,Green,Washed / Wet,Uganda,eastern,Bulago & Buginyanya,2015,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,1,m,1800,1800,1800
382,Arabica,Bluish-Green,Washed / Wet,Thailand,thailand,Matsuzawa Coffee,2015,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,0,m,1200,1200,1200
383,Arabica,,Washed / Wet,El Salvador,apaneca,"Ibero El Salvador, S.A. de C.V.",2016,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,0,m,1330,1330,1330
384,Arabica,Green,Natural / Dry,Colombia,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,0,m,442,442,442
385,Arabica,Green,Semi-washed / Semi-pulped,Brazil,vale da grama,GABRIEL CARVALHO DIAS,2014,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,6,m,NA,NA,NA
386,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",karatu northern,Ngila Estate Ltd,2014,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0,4,m,1600,1600,1600
387,Arabica,Green,Washed / Wet,Colombia,huila,,2014,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,1,m,1813,1813,1813
388,Arabica,Green,Natural / Dry,Guatemala,oriente,AMILCAR LAPOLA,2013,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,1,ft,1219.2,1219.2,1219.2
389,Arabica,Green,Washed / Wet,Guatemala,antigua,"SIEMBRAS VISIÓN, S.A.",2014,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,2,m,1500,1500,1500
390,Arabica,Green,Washed / Wet,Guatemala,oriente,ROBERTO MONTERROSO,2013,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,0,ft,1310.64,1310.64,1310.64
391,Arabica,Green,Natural / Dry,United States (Hawaii),kona,,2012,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0,2,ft,NA,NA,NA
392,Arabica,Green,Washed / Wet,Colombia,cundinamarca,Exportadora de cafe condor,2012,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,2,m,1450,1450,1450
393,Arabica,,,Colombia,huila,,,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0,3,m,NA,NA,NA
394,Arabica,,,United States (Hawaii),kona,Kona Pacific Farmers Co-Op,2010,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0,0,ft,NA,NA,NA
395,Arabica,,,Thailand,,Doi Tung Development Project,,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0,0,m,NA,NA,NA
396,Arabica,,,Mexico,nayarit,"Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",January Through April,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,4,m,900,1200,1050
397,Arabica,,Washed / Wet,Colombia,huila,various,2016,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,0,m,1650,1650,1650
398,Arabica,Blue-Green,Washed / Wet,Colombia,guayata,,2016,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,0,m,NA,NA,NA
399,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2016,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,2,m,NA,NA,NA
400,Arabica,Green,Semi-washed / Semi-pulped,Brazil,south of minas,Ipanema Agrícola SA,2015,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,5,m,1227,1227,1227
401,Arabica,Green,Washed / Wet,Mexico,chiapas,ECC,2014,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0,2,m,1200,1200,1200
402,Arabica,Green,Washed / Wet,Colombia,santander,varios,2015,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,1,m,1650,1650,1650
403,Arabica,Green,Semi-washed / Semi-pulped,"Tanzania, United Republic Of",arusha,Mondul Coffee Estate,2014,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0,6,m,1700,1700,1700
404,Arabica,Green,Washed / Wet,Mexico,veracruz,JOSÉ LUIS ANDRADE SANDARA,2013,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,0,m,1100,1100,1100
405,Arabica,Green,Washed / Wet,Costa Rica,san ramon,SEVERAL,2014,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0,3,m,1300,1300,1300
406,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2014,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0,1,ft,NA,NA,NA
407,Arabica,Green,Washed / Wet,Costa Rica,central valley,CORICAFE BLEND,2013,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0,3,m,1100,1300,1200
408,Arabica,Green,Washed / Wet,Peru,,,2013,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0,5,m,NA,NA,NA
409,Arabica,Green,Washed / Wet,Haiti,"thiotte, haiti",COOPCAB,2012,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,4,ft,1280.16,1280.16,1280.16
410,Arabica,Green,Natural / Dry,Colombia,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,2013,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,1,m,1000,1000,1000
411,Arabica,Green,Washed / Wet,Guatemala,oriente,LUIS RODRIGUEZ,2013,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,3,ft,1310.64,1310.64,1310.64
412,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2012,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,0,0,4,ft,NA,NA,NA
413,Arabica,,Washed / Wet,Burundi,kayanza,,2012,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,0,0,5,m,1880,1880,1880
414,Arabica,Green,Washed / Wet,Colombia,huila,condor,2012,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0,1,m,1750,1750,1750
415,Arabica,,,United States (Hawaii),kona,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,0,0,0,ft,NA,NA,NA
416,Arabica,,,United States (Hawaii),,,,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,0,0,0,ft,NA,NA,NA
417,Arabica,Blue-Green,Washed / Wet,Mexico,sierra madre occidental,BALBINO RAMIREZ FLORES,2017,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0,0,m,1600,1600,1600
418,Arabica,Green,Pulped natural / honey,Costa Rica,tarrazu,Manuel Montero,2016,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,0,m,1900,1900,1900
419,Arabica,,Washed / Wet,Costa Rica,tarrazu,Coopellanobonito,2015,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0,0,m,NA,NA,NA
420,Arabica,Green,Washed / Wet,Guatemala,nuevo oriente,PABLO CHUY,2016,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,7,m,2100,2100,2100
421,Arabica,Green,Washed / Wet,Uganda,"sipi, mt elgon",Kawacom Uganda LTD,2015,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0,1,m,NA,NA,NA
422,Arabica,Green,,Brazil,campos altos - cerrado,,2016,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,4,m,NA,NA,NA
423,Arabica,Green,Natural / Dry,Colombia,huila,FRANKLIN DUSSAN,2015,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,2,m,442,442,442
424,Arabica,Bluish-Green,Natural / Dry,Mexico,cuarenteño,Rafael Arroyo Zoto,2015,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0,2,m,1261,1261,1261
425,Arabica,Blue-Green,Washed / Wet,Taiwan,natou county,LIN YEN CHIEN 林言謙,2015,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,0,m,1000,1000,1000
426,Arabica,Green,Washed / Wet,Taiwan,南投國姓,蘇詠晴,2014,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,0,0,0,m,800,800,800
427,Arabica,Green,Natural / Dry,Colombia,eje cafetero,,2014,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,0,0,0,m,1483,1483,1483
428,Arabica,Green,Washed / Wet,Guatemala,antigua,"SIEMBRAS VISIÓN, S.A.",2014,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,0,0,1,m,1500,1500,1500
429,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,1,m,1750,1750,1750
430,Arabica,Green,Washed / Wet,Mexico,chiapas,VRIOS PRODUCTORES,2013,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,0,0,6,m,1300,1300,1300
431,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2012,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,0.11,0,0,4,ft,NA,NA,NA
432,Arabica,Green,Washed / Wet,Mexico,veracruz,ERNESTO RODRIGUEZ LUNA,2012,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.25,0.13,0,0,7,m,NA,NA,NA
433,Arabica,Blue-Green,Washed / Wet,Mexico,fortín de las flores,MODESTO LANDEROS FLORES,2012,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,0.12,0,0,0,m,1000,1000,1000
434,Arabica,Green,Washed / Wet,Guatemala,oriente,AGROPECUARIA QUIAGRAL,2012,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,0.11,0,0,9,ft,1310.64,1310.64,1310.64
435,Arabica,Blue-Green,Semi-washed / Semi-pulped,Brazil,grama valley,Eliane de Andrade Cyrino Noqueira,2012,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,0,0,1,m,1200,1200,1200
436,Arabica,Green,Washed / Wet,Colombia,huila,,2012,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,0.12,0,0,1,m,175,175,175
437,Arabica,Green,Washed / Wet,Colombia,la plata,La Plata,2012,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,0.11,0,0,0,m,1600,1950,1775
438,Arabica,,,Colombia,huila,,2011,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0,0,m,1600,1800,1700
439,Arabica,,,Colombia,cauca,,2010,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,83.25,0.13,0,0,1,m,1880,1880,1880
440,Arabica,,,Colombia,cundinamarca,Exportadora de Café Cóndor S.A,2010,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,0.04,0,0,1,m,1800,1800,1800
441,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agricola S.A,2017,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,0,0,4,m,890,890,890
442,Arabica,Green,Washed / Wet,Guatemala,oriente,AGROINDUSTRIAS CAFETALERAS,2017,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,0.1,0,0,1,m,1901,1901,1901
443,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",moshi,Mamsera,2016,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,0,0,3,m,168,168,168
444,Arabica,Green,,Peru,,,2017,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,83.17,0.11,0,1,0,m,NA,NA,NA
445,Arabica,None,Natural / Dry,Vietnam,dala,"Yeh, Li Chuan",2017,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,0,0,0,m,1550,1550,1550
446,Arabica,Green,Washed / Wet,Guatemala,antigua,FINCA MEDINA,2016,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2,3,m,1500,1500,1500
447,Arabica,Blue-Green,Washed / Wet,Honduras,marcala,JOSE OMAR ACOSTA,2016,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1,1,m,1450,1450,1450
448,Arabica,Green,Washed / Wet,China,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,2015,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,0,0,0,m,1200,1200,1200
449,Arabica,Green,Washed / Wet,China,dehong prefecture,Yunnan Success Trade Co.Ltd,2015,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,0,0,3,m,1600,1600,1600
450,Arabica,Green,Washed / Wet,El Salvador,apaneca,Ecom Agroindustrial Corp. Ltd.,2016,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,0,0,0,m,1350,1350,1350
451,Arabica,Green,Washed / Wet,Guatemala,antigua,FINCA MEDINA,2015,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0,1,m,1500,1500,1500
452,Arabica,Green,Washed / Wet,Guatemala,oriente,PAPATURRO,2015,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0,3,m,1400,1900,1650
453,Arabica,Bluish-Green,Washed / Wet,Kenya,kenya,,2014,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0,1,m,1,500,250.5
454,Arabica,Bluish-Green,Washed / Wet,Thailand,thailand,Doi Tung Development Project,2014,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,0,0,0,m,800,800,800
455,Arabica,Bluish-Green,Washed / Wet,"Tanzania, United Republic Of",mbinga,Tutunze Kahawa Ltd,2014,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,0.13,0,0,6,m,1653,1653,1653
456,Arabica,,Washed / Wet,Colombia,huila,La Plata,2014,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,0,0,0,4,m,1600,1950,1775
457,Arabica,Bluish-Green,Washed / Wet,Uganda,eastern,Kabum Trading Company,2014,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,0.1,0,0,0,m,1800,1800,1800
458,Arabica,Green,Washed / Wet,Colombia,,unkown,2014,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,0.11,10,0,3,m,NA,NA,NA
459,Arabica,Green,Natural / Dry,Honduras,san marcos,Nelson Melgar Melgar,2013,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,0.1,0,0,5,m,1450,1450,1450
460,Arabica,Green,Natural / Dry,Honduras,comayagua,Reynerio Zepeda,2014,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,3,m,1350,1350,1350
461,Arabica,Green,Washed / Wet,Guatemala,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",2014,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,0,0,1,ft,1524,1524,1524
462,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2013,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83.17,0.11,0,0,0,ft,NA,NA,NA
463,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",kilimanjaro,,2014,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83.17,0.12,0,0,1,m,1800,1800,1800
464,Arabica,Green,Washed / Wet,Guatemala,oriente,ROBERTO MONTERROSO,2013,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,2,ft,1310.64,1310.64,1310.64
465,Arabica,Green,Washed / Wet,Mexico,chiapas,MARGARITO ROBLERO VAZQUEZ,2013,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,0.11,0,0,2,m,1500,1500,1500
466,Arabica,None,Washed / Wet,Mexico,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,2012,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0,8,m,532,532,532
467,Arabica,None,Washed / Wet,Mexico,san bartolo tutotepec,"TREJO VELASCO, ROMAN",2012,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0,10,m,1089,1089,1089
468,Arabica,Green,Washed / Wet,Colombia,huila,LA PLATA,2012,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1,0,2,m,1600,1950,1775
469,Arabica,Green,Washed / Wet,Mexico,san isidro,FERNANDO MENDOZA APARICIO,2012,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,0,0,5,m,700,700,700
470,Arabica,Blue-Green,Washed / Wet,Colombia,huila,,2012,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0,0,m,1750,1750,1750
471,Arabica,,Washed / Wet,Mexico,la concordia,OCTAVIO MOGUEL FARRERA,2012,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0,5,m,1380,1380,1380
472,Arabica,Green,Natural / Dry,Brazil,south of minas,Giovane Senna Bonacorssi,2012,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0,1,m,1000,1000,1000
473,Arabica,Green,Natural / Dry,Brazil,mogiana,Maria Aparecida Ferreira Azevedo,2012,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,0,0,4,m,950,950,950
474,Arabica,Green,Washed / Wet,Guatemala,oriente,Conquista / Morito,2012,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0,10,ft,1402.08,1402.08,1402.08
475,Arabica,Blue-Green,Semi-washed / Semi-pulped,Brazil,south of minas,Andrea Galvão Noqueira,2011,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0,3,m,1000,1000,1000
476,Arabica,,,Brazil,south of minas,Mario Dornelles Alvarenga,2011,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,0.02,0,0,2,m,900,900,900
